url;date post;text;date stay;title;username;hotel;rev
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2335-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Absolutely amazing hotel !!! Our recent stay at the Double-Six Luxury Hotel, Seminyak, was all we could have hoped for and more. This new hotel offers everything you could wish for. We were greeted with a warm welcome, cool drinks, and complimentary nibblies. The staff go above and beyond the call of duty; warm and friendly, whilst being extremely professional, competent and well-groomed. Our butler, Nopah, was outstanding !! I wish I could have brought him home with us ;) Our ocean view room was the best room we've ever stayed in. It was spacious, modern and very comfortable. To my surprise, there was a belated birthday dessert waiting for me in our room :)) The food in all eateries was heavenly to say the least. Food quality, presentation and value would rival many top; â€¦"; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2365-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Lynne D wrote a review Dec 2014;"After 8 years in travel I rarely will rate something five ... I too often find something that the property can improve on. In short I've been spoilt. The Double Six however has been a jaw dropping experience from start to end. Whether it be the wonderfully designed uniforms the staff greet you in, or their desire to do the very most (and more) for you during your stay; the Double Six are hiring right. In suite check in is a nice touch. As are the generous size suites themselves. I dare you not to get lost in the stunning bathroom or catch an afternoon snooze on your own full size couch. The TV above the bath is genius ... And your own balcony provides the perfect haven at sunset. You must upgrade to Ocean View at the very least. The spa is the most decadent I have ever; â€¦";Date of stay: December 2014;A Unique and Special Place;Lynne D;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or125-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Rudy F wrote a review Oct 2019;After a small hiccup upon arrival we had a lovely four days at this hotel. The staff are very attentive and a very special mention to the Operations Manager who went out of his way to listen to our feedback and ensure everything was just perfect for our stay. If you come here please go to the Plantation Restaurant. The service and food is exceptional. The spa is lovely and the guys around the pool do their best to ensure you have everything you need. The roof top bar is very cool for an evening drink. Seminyak is not the â€œcultureâ€ of Bali but this hotel was a lovely way to spend our final four days after an amazing ten days travelling around Ubud and Jimbaran.;Date of stay: September 2019;Price and Quality Are Not Balanced;Rudy F;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or200-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;After letting my travel agent choose a quick getaway for us we were quite unsure what to expect. But it was absolutely great: we felt pampered and looked after, the staff is friendly without imposing and we didnâ€™t even feel the urge to venture out too much as everything we wanted from our stay was there: the beach, the bar, restaurants, spa etc. We had a really relaxing time and weâ€™ll definitely come back.; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2375-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Sam W wrote a review Dec 2014;"After spending a week in the Double Six in November I have dual opinions. Firstly the first impression is very modern and a great use of timber in the foyer, plus the roof bar Is amazing to visit for an overall view of Bali. The rooms were weird as you walk through the front door into the bathroom if you are staying in adjoining rooms, and these were both bed rooms, not just one! The balconies are not private and anyone can see you from above if you have your own pool so they have no privacy for intimacy if you are a couple, which is disappointing for those seeking a romantic holiday! The upstairs roof bar seat pits don't have enough room for your feet but look inviting at first.Definately only for those with extremely small feet, or you need to sit sideways. It is a very large; â€¦";Date of stay: December 2014;Love, love, love Double Six;Sam W;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2530-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"All I can say to the very few negative reviews is that if you used a travel agent then you would have no issues! Simply amazing staff made this even more special. We have been to Bali 15 or so times and this was the best thus far. From the Happy Gilmore uniforms and the free golf buggy transports, to the location and outstanding staff, this was the best holiday stay we have ever had in Bali. From the Ayana and its rock pool bar, to the Padma or W Seminyak and many in between we were more impressed by Double Six. Rooms stunning Pool Stunning Restaurant suberb Breakfast stunning (no buffet here but you can eat as much as you want all ala carte...OMG...you get a voucher to try elsewhere for free (Ku De Ta) but why would you. The best best breakfast in Bali by a long way. Roof Top; â€¦"; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2495-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Almost didn't want to write a review of the Double Six as there are so many glowing reports below and didn't want to be the negative one....... but it really bothers me! Having travelled to Bali about 30 times in the last 10 years we have taken great interest in all the new development and have stayed in every type of accommodation from The W in Seminyak, to The Pearl Hotel in Legian, and have stayed in in Ubud, Caggnu, Legian, Seminyak, Kuta, Nusa Dua, Lembongan and Lombok. Apart from The W and The Pearl (tiny little boutique hotel in Legian) ,The Royal Seminyak Beach, The Padma, , The Oberoi, Kupa Kupa Barong, and Club Med along with numerous small luxury villas in these areas have been some of our choices over the years. As the years have gone by our tendancy is not to; â€¦"; ; ; ;Double-Six Luxury Hotel Seminyak;0
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2350-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Daryl O wrote a review Jan 2015;"Although I use trip adviser regularly to research different destinations, this is my first (but not last) post. The reason for this is I wanted to share how special this place is. Truly remarkable in every way. If you wanted luxury accommodation in a beautiful resort with extremely professional and friendly staff and also the highest attention to detail given in every aspect, double 6 is it! I organised before we went that I would propose (she said yes!) upon arrival. In a very important moment of our life they assisted in making it relaxed and all go to plan, even more than expected. At my request they set up the room, and used the upmost discretion in all dealings. My fiancÃ©e was so blown away of the room that it was hard to match ;) We LOVED the Roof Top Bar, the Italian; â€¦";Date of stay: November 2014;"Daryl &amp; Carole -Luxury Escape Package - Senior Travellers";Daryl O;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or170-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;David P wrote a review Aug 2019;Amazing location and superb facilities. Room was spacious and modern, staff were excellent, included breakfast was superb. Turndown service was lovely, as was room service. The roofdeck lounge was great, as was the beach chair situation. Everything was great about this hotel, I would stay there again without a doubt. I spent a lot of time walking around the area and didn't see any hotel that looked more impressive than this. Thank you Double-Six!;Date of stay: August 2019;Roof top bar - must experience;David P;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or305-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Amazing location in the heart of Seminyak and close to the beach, When we arrive to the hotel the check in was Great experience the lady led us to our room directly.The hotel is Luxury ,comfort, cozy and the staff were nice, welcome and hepful.This hotel offer many facilities like cool swimming pool with sea view ,Gym club,Spa,there are two Restaurant in the hotel Itlian cusine and the International restaurant Platinum and Sling bar.The hotel have different suites with Sea view and garden View. Our suite was fantasic everything was excellent the large king bed, the big Jacuzzi,the private pool in the room. This Hotel Perfect for moon and families. I stayed from 18-22 March and 100% I will come again.; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2595-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;DB_in_Oz wrote a review Jun 2014;Amazing luxury resort in a perfect location, Modern furnishings while still feeling like you are in Bali. I could not rave more about this hotel and would recommend couples or a girls trip! The Spa was nothing like I had seen before and the massages where divine. The staff make you feel like VIP's and they are all dressed imnaculately, including the staff at the restuarant they were there for your every need and went above and beyond to make sure you meal was exactly as you ordered, in which the food was delicious and reasonably priced. I hope to stay at the Double six again!!;Date of stay: June 2014;Fantastic;DB_in_Oz;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or260-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;taptaw wrote a review May 2019;Amazing place amazing device amazing staff amazing Manager (Selv) It was my second visit and my husbands First but We will return. A few names Max (mad Max) you by Bema and Muli to name a few. Great service great location and thanks for the birthday love for my husband and the invite for drinks and canapes with the head_ if each department. Loved our visit;Date of stay: May 2019;Totally relaxed;taptaw;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or15-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Another amazing stay at the immaculate double 6 luxury hotel in Seminyak. From the moment you arrive you are greeted by the concierge staff, smiles all around they make you feel welcomed. When we went to check in the staff remembered us from our last stay. It brought the biggest smiles to our faces and made it even more exciting to be back. They immediately escort you to your room and you do the check in service from the comfort of your own space, may I add in air conditioning and without anyone else looking at you in the hotel lobby, the butler walks you through your room, explains how everything works all whilst enjoying the welcome cocktail and thatâ€™s when you realise youâ€™re in paradise and the service is next level. The breakfast is sensational, the staff are incredibly; â€¦"; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or10-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;pekingese65 wrote a review Mar 2020;Another wonderful stay at Double Six, happy and helpful staff, amazing breakfast with huge menu, morning yoga on rooftop, great views and music for night life! Great location, short walk to Kuta and Seminyak shopping and restaurants. Drivers for hire at front door. 80metre pool overlooking beach great place to relax.;Date of stay: March 2020;Fantastic Hotel;pekingese65;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or175-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Vicki M wrote a review Aug 2019;Arrived at double six for my 3rd visit. Lovely hotel. First night iwe had a room near cocoon nightclub, very very noisy. I emailed staff and got very prompt reply, i could move rooms asap. Moved to quieter part of resort straightaway and thoroughly enjoyed my holiday. Staff are lovely, food is great, drinks are delicious. Thank you double 6;Date of stay: August 2019;Vicki McInnes;Vicki M;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or185-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Arrived yesterday at The Double Six and was greeted by the most kindest and professional staff. We was greeted personally by the hotel manager Selvarajoo who was extremely welcoming and genuinely happy to see me and my wife. We had some small talk with him about the hotel and our visit and we mentioned its your wedding anniversary as he asked if we are enjoying Bali. He gave us complimentary drink vouchers for there Sling Bar which was very kind of him, he then mentioned he will have another small surprise in our room waiting for us as the team were getting it ready for us. We then relaxed in there waiting lounge with complimentary drinks and snacks with some amazing massage chairs, which was much needed!. Our room was now ready and we was escorted by a friendly staff member,; â€¦"; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or95-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;As a first time traveler to Bali I didn't know what to expect. The staff at the Double-Six Luxury Hotel provide the highest standard of customer service I have ever experienced in my travels. It seemed like you just had to think of something and they were there already doing it for you. Friendly, prompt and professional. Our room was spacious, clean and comfortable. We loved all our breakfasts, lunches by the pool, room service meals and not to mention the cocktails. I highly recommend this hotel to anyone, we will definitely be back next year.; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2600-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Malpet2014 wrote a review May 2014;"As a high end travel agent specializing in Bail it was a delight to try this 5* property prior to officially being open so bear in mind what I am saying here as it is not the full experience however, I was advised and shown around of what is to come and how awesome it will be and I must say I was well impressed with what will be on offer to you. My trial room type was the Deluxe Suite with pool access, ground floor with an ocean view â€¦only my photos can show what I experienced as words cannot describe how luxurious this room was, with a large terrace giving me direct access to the 120 meter millennium pool and from the edge of this pool I was virtually on the beach at high tide and with the exceptional surf out front I had spent many an hour on the terrace with my partner; â€¦";Date of stay: May 2014;Enjoyable stay;Malpet2014;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2550-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Jo B wrote a review Aug 2014;As great as this hotel sounds I am getting very frustrated . I have called 16 times to book a hotel room with a voucher I bought . Every person I have spoke to has been so nice but I have had no answer back . I can not book flights unless I get confirmation of accommodation . I have requested this 12 times . 2 bed suite for 2 adults 2 children and an infant . As it stands the flights have already gone up $100 pp .;Date of stay: August 2014;â€œSimply Spectacularâ€.......10 Stars;Jo B;Double-Six Luxury Hotel Seminyak;0
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or140-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Marcella H wrote a review Sep 2019;"As the title suggests I am writing this review to inform others. I booked a Penthouse Suite because I needed two bedrooms. I booked at short notice without reading previous traveler reviews like I normally would. The hotel is comfortable, the staff are welcoming and helpful, the location is almost on the beach (you have to cross a small road) BUT it is extremely noisy with very average music blaring from several competing sources (live and recorded) from 4.30-11pm every night. Previous reviewers have mentioned this on numerous occasions but the hotel suggests that if you don't like it don't stay. Fair comment. The alternative would be to soundproof the rooms better, of course this costs money. By way of constructive feedback, perhaps the management could consider giving staff; â€¦";Date of stay: September 2019;Luxury Escapes;Marcella H;Double-Six Luxury Hotel Seminyak;0
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2580-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Marg G wrote a review Jul 2014;Attitude says it all and every member of staff here cares and they care about you. Always a smile and can I help or be of service. The Hotel itself is beautifully positioned on the beach midway between Seminyak and Legian and offers spacious well appointed rooms with outstanding sea views. Designed by a person who loves awkward steps and height variations this hotel when complete with its rooftop bar (uncompleted ) offers a nice alternative to the W's of this world;Date of stay: June 2014;New hotel with the lot!;Marg G;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or215-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Be careful C Trip users !!! Double six Luxury Hotel with such good comments , what could be possible wrong ? Well from the very beginning we got all wrong and was a shock . Stepping out the car a kind guy asked my name and accompany us to the wrong room according to my booking . We booked a room with a pool , he took me to a De luxe overlooking the Swimming pool ( partially and overlooking roofs restaurant and pool bar ) . When I mentioned the mistake and showed my booking already paid , he showed me a different booking telling us that it was happening a lot with C trip because there is a third party in Bali and that third party sent the hotel a different booking . I contacted C trip customer service from the room , they were kind and contacted the hotel but told me that for; â€¦"; ; ; ;Double-Six Luxury Hotel Seminyak;0
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or270-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Beautiful hotel and the most amazing service......but for the first three nights our suite was impossible to use from 10.00 in the morning until after the beach club next door and the two live music bars closed at 12.00. The noise meant we could not open our balcony doors or even watch a movie with the doors closed. The hotel eventually moved us to a quieter suite....but first three days ruined the experience of what should have been a five star holiday. Just be aware that any room to the right of the hotel pool is going to be very noisy!; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or75-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Flaves73 wrote a review Nov 2019;Beautiful hotel great location amazing swimming polo. Very friendly staff. I enjoyed their club sandwich. Highly recommended hotel. The hotel is very clean and neat. Very relaxing place good food good staff.;Date of stay: November 2019;Fantastic, friendly, beautiful;Flaves73;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2455-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;cathyh687 wrote a review Oct 2014;"Beautiful hotel on the beach....lovely views from huge ocean front suite (apparently all rooms are the same size even without ocean view). We have stayed all over the world but never in a bigger suite. Pool water was kept spotless from falling leaves by pool staff and staff also endeavoured to put a stop to those selfish guests who put down their books and hats and disappear for hours on end....room numbers are taken at pool and apparently guests not returning in 30 minutes have their gear put in the pool bar for collection. Staff are all young but unfailingly polite and eager to impress and please and therefore service was great - especially the young women in reception and the vehicle boys at the front. Very impressed with them....special gold star to vehicle boys. Downsides; â€¦";Date of stay: October 2014;Thanks for a great holiday.....!;cathyh687;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or240-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;Beautiful hotel with total luxury provided. Staff were amazing and nothing was too much trouble. Facilities at this hotel were second to none from the luxurious suite to the pool area and rooftop sunset bar. The food was delicious. I had a special birthday while there and the extra surprises I received included a little birthday cake with my name and greetings written in chocolate, flowers and sweet treats in my room upon returning and serenaded by staff at breakfast. The resort sits in prime position overlooking the beach. Thank you Double Six for making our stay exceptional.; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or80-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Beautiful resort, We started with a plunge pool suite then moved to a pool access suite. The suites are huge and beautiful appointed. Absolutely clean and fresh. But the staff are amazing and could not be any more helpful and friendly. We will definitely be back. To lay on our deck, beside the pool overlooking the beach, cocktails in hand. To all the staff ""SUKSMA"""; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or50-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Dee wrote a review Jan 2020;Best hotel weâ€™ve stayed at so far best service everything u needed they had so much to do in the hotel that u didnâ€™t even need to leave security was execellent staff were amazing Iâ€™d recommend this hotel to anyone if I could rate more then 5 I would of double six the way to go wen staying at semiyak;Date of stay: December 2019;Fantastic resort;Dee;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2410-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Booked 8 nights with Luxury Escapes and was very impressed. Hotel is new and very well appointed, rooms were sensational - stayed in Ocean view room. Restaurant and bar were also very impressive. Breakfast was order what you want from an extensive menu - like no other I have experienced. There were a few glitches to start with, room wasn't ready on arrival at 5pm, and room also overlooked noisy construction site. This was rectified the next day by very helpful and attentive staff and we were upgraded to sensational room overlooking beach. A smoking area in restaurant and around pool needs to be designated so non smokers do not have to deal with unpleasant cigarette smoke whilst eating and relaxing. Wish I had booked another deal and would take my husband next time. Would; â€¦"; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2505-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;ray t wrote a review Sep 2014;"Booked in to an ocean view room on 15th Sept which was opposite the cocoon beach club. You have to expect some noise in seminyak but unfortunately cocoon goes until 5am!. For noise get an ocean view over looking the pool less noisy. Also be aware of construction as we could not sit on our veranda until evening due to workmen using power tools this was not explained when we checked in but we were out most days so we managed. Great service very friendly and helpful butler good for booking services that's all we needed. Breakfast package good as freshly made and good service no self serve pig out's. For price we paid I would say we should have had massages and some evening meals included as per Luxury Escape package but flight centre could not offer this so we missed out.; â€¦";Date of stay: September 2014;Double Six Seminyak;ray t;Double-Six Luxury Hotel Seminyak;0
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2600-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Brand new first class hotel situated with easy access to the beach n within easy walking along the beach to great restaurants n shopping. Staff give impeccable friendly service with nothing too much trouble and things gets action in our time frame not traditionally ""Bali"" time. We were on the 2nd floor overlooking the ocean it was wonderful. You get a turndown service every night so your room is cleaned twice a day!Breakfast 1st class in presentation, selection n def in the large in the way of portion size, with not a buffet in sight! Hallelujah ! Love the golf buggy transfers to Chez Gado Gado n their sister property The Breezes, oh n Ku de Tah also. Love it n can't wait to come back again in the near future, I will be recommending it to everyone!"; ; ; ;Double-Six Luxury Hotel Seminyak;1
https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or60-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Tessa S wrote a review Dec 2019;"Check in here is done on a one on one basis in your actual suite, it was quick and efficient and we were also introduced to our butler who brought us a welcome drink and offered to help us unpack, a very nice touch but we declined. Weâ€™d booked a suite and were given a 2 bedroom one with one of the bedrooms locked off to us. Whilst it was a nice suite, the sitting area outside of the bedroom was disappointingly small, the bedroom though was quite large and the stunning and gorgeous bathroom was huge. It also had a massive balcony although our suite was unfortunately at the far end of the hotel and quite a long way from the sea, which we could only catch a glimpse of in the distance. The hotel is not quite on the beach, Thereâ€™s a small road to cross and then past some beach bars; â€¦";Date of stay: December 2019;All the little things!;Tessa S;Double-Six Luxury Hotel Seminyak;1
